STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
BIHAR,KATIHAR RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2002,2,3,6,0,0,0,7,0,0,0,4,22
BIHAR,KHAGARIA,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2007,9,10,22,0,0,0,0,0,0,2,1,44
BIHAR,KHAGARIA,2008,5,3,12,0,0,0,0,0,0,0,0,20
BIHAR,KHAGARIA,2009,0,1,6,0,0,0,0,0,0,0,0,7
BIHAR,KHAGARIA,2010,5,0,19,0,0,0,0,0,0,0,0,24
BIHAR,KHAGARIA,2011,7,2,28,0,0,0,0,0,0,0,0,37
BIHAR,KHAGARIA,2012,1,2,28,0,0,0,0,0,0,0,0,31
BIHAR,KHAGARIA,2013,1,1,26,0,0,0,0,0,0,0,0,28
BIHAR,KISHANGANJ,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2004,1,0,0,1,0,0,5,0,1,0,0,8
BIHAR,KISHANGANJ,2005,0,2,0,0,0,0,3,0,0,0,0,5
BIHAR,KISHANGANJ,2006,0,0,0,0,0,0,2,0,0,0,0,2
BIHAR,KISHANGANJ,2007,0,0,0,0,0,0,4,0,0,0,0,4
BIHAR,KISHANGANJ,2008,8,4,5,0,0,0,0,0,0,0,0,17
BIHAR,KISHANGANJ,2009,3,2,9,0,0,0,0,0,0,0,0,14
BIHAR,KISHANGANJ,2010,0,2,23,0,0,0,0,0,0,0,0,25
BIHAR,KISHANGANJ,2011,0,0,21,0,0,0,0,0,0,0,0,21
BIHAR,KISHANGANJ,2012,0,0,28,0,0,0,0,0,0,1,1,30
BIHAR,KISHANGANJ,2013,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,2001,1,1,0,0,0,0,0,0,0,0,0,2
BIHAR,LAKHISARAI,2002,5,0,4,0,0,0,0,0,0,0,0,9
BIHAR,LAKHISARAI,2003,4,0,5,0,0,0,0,0,0,0,0,9
BIHAR,LAKHISARAI,2004,2,2,6,0,0,0,0,0,0,0,0,10
BIHAR,LAKHISARAI,2005,1,0,13,0,0,0,0,0,0,0,0,14
BIHAR,LAKHISARAI,2006,5,3,11,0,0,0,0,0,0,0,0,19
BIHAR,LAKHISARAI,2007,6,11,17,0,0,0,0,0,0,0,0,34
BIHAR,LAKHISARAI,2008,2,5,15,0,0,0,0,0,0,0,0,22
BIHAR,LAKHISARAI,2009,3,2,14,0,0,0,0,0,0,0,0,19
BIHAR,LAKHISARAI,2010,3,0,10,0,0,0,0,0,0,0,0,13
BIHAR,LAKHISARAI,2011,2,1,6,0,0,0,0,0,0,0,0,9
BIHAR,LAKHISARAI,2012,4,2,22,0,0,0,0,0,0,0,0,28
BIHAR,LAKHISARAI,2013,9,1,30,0,0,0,0,0,0,0,0,40
BIHAR,MADHEPURA,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2002,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,MADHEPURA,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2009,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2010,13,0,42,0,0,0,0,0,0,0,0,55
BIHAR,MADHEPURA,2011,3,2,52,0,0,0,0,0,0,0,0,57
BIHAR,MADHEPURA,2012,0,0,32,0,0,0,0,0,0,0,0,32
BIHAR,MADHEPURA,2013,0,0,20,0,0,0,42,0,0,0,0,62
BIHAR,MADHUBANI,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2005,0,0,0,0,0,0,0,0,0,1,0,1
BIHAR,MADHUBANI,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2007,0,0,0,0,0,0,4,0,0,0,0,4
BIHAR,MADHUBANI,2008,11,9,7,0,0,0,0,0,0,0,0,27
BIHAR,MADHUBANI,2009,0,0,23,0,0,0,0,0,0,0,0,23
BIHAR,MADHUBANI,2010,0,0,51,0,0,0,0,0,0,0,0,51
BIHAR,MADHUBANI,2011,1,8,122,0,0,0,0,0,0,0,0,131
BIHAR,MADHUBANI,2012,1,0,118,0,0,0,0,0,0,0,0,119
BIHAR,MADHUBANI,2013,1,0,12,0,0,0,0,0,0,0,0,13
BIHAR,MOTIHARI,2001,0,0,0,0,0,0,0,0,0,1,0,1
BIHAR,MOTIHARI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2004,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,MOTIHARI,2005,0,1,6,0,0,0,0,0,0,1,0,8
BIHAR,MOTIHARI,2006,3,0,2,0,0,0,0,0,0,0,0,5
BIHAR,MOTIHARI,2007,6,3,38,0,0,0,0,0,0,0,0,47
BIHAR,MOTIHARI,2008,0,0,8,0,0,0,0,0,0,0,0,8
BIHAR,MOTIHARI,2009,7,5,33,0,0,0,0,0,0,0,0,45
BIHAR,MOTIHARI,2010,5,8,13,0,0,0,0,0,0,0,0,26
BIHAR,MOTIHARI,2011,1,2,118,0,0,0,26,0,0,0,0,147
BIHAR,MOTIHARI,2012,2,1,132,0,0,0,2,0,1,0,0,138
BIHAR,MOTIHARI,2013,1,1,128,0,0,0,1,0,1,0,0,132
BIHAR,MUNGER,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,MUNGER,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2007,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,MUNGER,2008,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,MUNGER,2009,6,0,3,0,0,0,0,0,0,0,0,9
BIHAR,MUNGER,2010,11,3,52,0,0,0,0,0,0,0,0,66
BIHAR,MUNGER,2011,1,0,43,0,0,0,8,0,0,0,0,52
BIHAR,MUNGER,2012,3,2,35,0,0,0,0,0,0,0,0,40
BIHAR,MUNGER,2013,1,1,11,0,0,0,0,0,0,0,0,13
BIHAR,MUZAFFARPUR,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2007,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,MUZAFFARPUR,2008,5,0,9,0,0,0,0,0,0,0,0,14
BIHAR,MUZAFFARPUR,2009,23,9,56,0,0,0,0,0,0,0,0,88
BIHAR,MUZAFFARPUR,2010,16,9,130,0,0,0,0,0,0,0,0,155
BIHAR,MUZAFFARPUR,2011,5,7,135,0,0,0,15,0,1,0,0,163
BIHAR,MUZAFFARPUR,2012,16,6,103,0,0,0,0,0,6,15,0,146
BIHAR,MUZAFFARPUR,2013,6,6,226,0,0,0,0,0,0,0,0,238
BIHAR,MUZAFFARPUR RLY.,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2002,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,MUZAFFARPUR RLY.,2003,1,0,0,0,0,0,0,0,0,0,1,2
BIHAR,MUZAFFARPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2009,6,1,3,0,0,0,0,0,0,0,0,10
BIHAR,MUZAFFARPUR RLY.,2010,1,0,0,0,0,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR RLY.,2011,1,0,0,0,0,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR RLY.,2012,0,2,0,0,0,0,0,0,0,0,0,2
BIHAR,MUZAFFARPUR RLY.,2013,0,1,0,0,0,0,0,0,0,0,0,1
BIHAR,NALANDA,2001,0,1,7,0,0,0,0,0,0,0,6,14
BIHAR,NALANDA,2002,3,0,5,0,0,0,1,0,0,0,0,9
BIHAR,NALANDA,2003,1,0,6,0,0,0,0,0,0,0,0,7
BIHAR,NALANDA,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2006,1,4,3,0,0,0,0,0,0,0,2,10
BIHAR,NALANDA,2007,2,1,2,0,0,0,0,0,0,0,2,7
BIHAR,NALANDA,2008,7,1,20,0,0,0,0,0,0,0,0,28
BIHAR,NALANDA,2009,4,1,0,5,0,0,0,0,0,0,1,11
BIHAR,NALANDA,2010,2,2,6,0,0,0,0,0,0,0,0,10
BIHAR,NALANDA,2011,3,6,62,0,0,0,9,0,0,0,0,80
BIHAR,NALANDA,2012,1,6,71,0,0,0,0,0,0,0,1,79
BIHAR,NALANDA,2013,1,1,1,0,0,0,23,0,0,0,0,26
BIHAR,NAUGACHIA,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2002,0,0,0,0,0,0,0,0,0,0,1,1
BIHAR,NAUGACHIA,2003,0,1,3,0,0,0,0,0,0,0,0,4
BIHAR,NAUGACHIA,2004,1,0,1,0,0,0,0,0,0,0,0,2
BIHAR,NAUGACHIA,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2008,0,0,10,0,0,0,0,0,0,0,0,10
BIHAR,NAUGACHIA,2009,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2010,0,1,11,0,0,0,0,0,0,0,0,12
BIHAR,NAUGACHIA,2011,1,1,1,1,0,0,3,0,0,0,0,7
BIHAR,NAUGACHIA,2012,4,0,10,0,0,0,0,0,0,0,0,14
BIHAR,NAUGACHIA,2013,0,0,0,0,0,0,0,0,0,0,2,2
BIHAR,NAWADAH,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2005,5,0,0,0,0,0,0,0,0,0,0,5
BIHAR,NAWADAH,2006,0,0,0,0,0,0,0,0,0,1,0,1
BIHAR,NAWADAH,2007,0,0,0,0,0,0,0,0,0,2,0,2
BIHAR,NAWADAH,2008,4,2,13,0,0,0,0,0,0,0,0,19
BIHAR,NAWADAH,2009,4,1,19,0,0,0,0,0,0,0,1,25
BIHAR,NAWADAH,2010,3,2,26,0,0,0,0,0,0,0,0,31
BIHAR,NAWADAH,2011,7,2,25,0,0,0,0,0,0,0,0,34
BIHAR,NAWADAH,2012,5,0,48,0,0,0,0,0,0,0,0,53
BIHAR,NAWADAH,2013,7,0,39,0,0,0,0,0,0,0,0,46
BIHAR,PATNA,2001,0,2,0,0,0,1,1,1,1,0,2,8
BIHAR,PATNA,2002,0,0,2,0,0,1,0,0,0,0,1,4
BIHAR,PATNA,2003,0,1,2,0,0,1,1,0,0,0,2,7
BIHAR,PATNA,2004,0,1,3,0,0,1,2,0,0,2,2,11
BIHAR,PATNA,2005,8,0,8,0,0,0,0,0,0,1,0,17
BIHAR,PATNA,2006,0,3,5,0,0,0,0,0,0,0,0,8
BIHAR,PATNA,2007,6,25,95,0,0,0,0,0,0,3,3,132
BIHAR,PATNA,2008,6,2,14,0,0,0,0,0,0,8,8,38
BIHAR,PATNA,2009,10,3,122,0,0,0,0,0,0,0,0,135
BIHAR,PATNA,2010,18,8,133,0,0,0,9,0,0,6,0,174
BIHAR,PATNA,2011,7,0,97,0,0,0,20,0,0,0,0,124
BIHAR,PATNA,2012,5,4,201,0,0,0,25,0,0,0,0,235
BIHAR,PATNA,2013,10,0,0,0,0,0,15,0,0,0,0,25
BIHAR,PATNA RLY.,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2008,0,0,6,0,0,0,0,0,0,0,0,6
BIHAR,PATNA RLY.,2009,0,0,7,0,0,0,0,0,0,0,0,7
BIHAR,PATNA RLY.,2010,0,2,0,0,0,0,0,0,0,0,0,2
BIHAR,PATNA RLY.,2011,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,PATNA RLY.,2012,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,PATNA RLY.,2013,0,0,6,0,0,0,0,0,0,0,6,12
BIHAR,PURNEA,2001,1,4,4,0,0,0,13,0,0,1,0,23
BIHAR,PURNEA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2005,0,2,2,0,0,0,0,0,0,0,0,4
BIHAR,PURNEA,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2007,0,3,3,0,0,0,0,0,0,0,0,6
BIHAR,PURNEA,2008,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,PURNEA,2009,2,3,0,0,0,0,0,0,0,0,0,5
BIHAR,PURNEA,2010,2,3,42,0,0,0,0,0,0,0,0,47
BIHAR,PURNEA,2011,5,1,0,0,0,0,0,0,0,0,0,6
BIHAR,PURNEA,2012,2,8,81,0,0,0,0,1,0,0,0,92
BIHAR,PURNEA,2013,3,2,35,0,0,0,0,0,0,0,0,40
BIHAR,ROHTAS,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2007,1,5,10,0,0,0,0,0,0,0,0,16
BIHAR,ROHTAS,2008,0,0,5,0,0,0,0,0,0,0,0,5
BIHAR,ROHTAS,2009,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2010,0,0,80,0,0,0,0,0,0,0,0,80
BIHAR,ROHTAS,2011,2,0,62,0,0,0,12,0,0,0,0,76
BIHAR,ROHTAS,2012,10,5,68,0,0,0,0,0,0,0,0,83
BIHAR,ROHTAS,2013,8,4,110,0,0,0,4,0,0,0,0,126
BIHAR,SAHARSA,2001,0,1,1,0,0,0,0,0,0,0,0,2
BIHAR,SAHARSA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAHARSA,2003,2,0,4,0,0,0,0,0,0,0,0,6
BIHAR,SAHARSA,2004,0,0,0,0,0,0,0,0,0,1,0,1
BIHAR,SAHARSA,2005,1,1,8,0,0,0,2,0,0,0,0,12
BIHAR,SAHARSA,2006,1,1,3,0,0,0,2,0,0,0,0,7
BIHAR,SAHARSA,2007,2,1,2,0,0,0,3,0,0,0,2,10
BIHAR,SAHARSA,2008,1,9,9,0,0,0,2,0,0,0,0,21
BIHAR,SAHARSA,2009,0,0,0,0,0,0,3,0,0,0,1,4
BIHAR,SAHARSA,2010,3,3,17,0,0,0,15,0,0,0,2,40
BIHAR,SAHARSA,2011,1,0,14,0,0,0,16,0,0,0,0,31
BIHAR,SAHARSA,2012,2,0,52,1,0,0,1,0,0,0,0,56
BIHAR,SAHARSA,2013,4,5,15,0,0,0,38,0,0,0,0,62
BIHAR,SAMASTIPUR,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2005,4,0,5,0,0,0,0,0,0,0,0,9
BIHAR,SAMASTIPUR,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2007,19,14,30,0,0,0,0,0,0,0,0,63
BIHAR,SAMASTIPUR,2008,6,9,53,0,0,0,0,0,0,0,0,68
BIHAR,SAMASTIPUR,2009,5,7,6,0,0,0,0,0,0,0,0,18
BIHAR,SAMASTIPUR,2010,6,5,6,0,0,0,0,0,0,1,0,18
BIHAR,SAMASTIPUR,2011,2,5,59,0,0,1,1,0,0,0,5,73
BIHAR,SAMASTIPUR,2012,0,4,90,0,0,0,6,0,2,0,2,104
BIHAR,SAMASTIPUR,2013,1,3,24,0,0,0,8,0,0,0,2,38
BIHAR,SARAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2007,0,6,17,0,0,0,0,0,0,0,0,23
BIHAR,SARAN,2008,5,10,18,0,0,0,0,0,0,0,0,33
BIHAR,SARAN,2009,4,4,35,0,0,0,0,0,0,0,0,43
BIHAR,SARAN,2010,6,9,36,0,0,0,0,0,0,1,0,52
BIHAR,SARAN,2011,2,0,104,0,0,0,17,0,0,0,0,123
BIHAR,SARAN,2012,1,0,105,0,0,0,0,0,0,0,0,106
BIHAR,SARAN,2013,1,0,107,0,0,0,0,0,0,0,0,108
BIHAR,SHEIKHPURA,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2007,4,0,5,0,0,0,6,0,0,0,0,15
BIHAR,SHEIKHPURA,2008,1,1,9,0,0,0,0,0,0,0,0,11
BIHAR,SHEIKHPURA,2009,1,1,4,0,0,0,0,0,0,0,0,6
BIHAR,SHEIKHPURA,2010,2,0,16,0,0,0,0,0,0,0,0,18
BIHAR,SHEIKHPURA,2011,1,1,13,0,0,0,0,0,0,0,0,15
BIHAR,SHEIKHPURA,2012,3,2,15,0,0,0,0,0,0,0,0,20
BIHAR,SHEIKHPURA,2013,0,8,36,0,0,0,0,0,0,0,0,44
BIHAR,SHEOHAR,2001,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,SHEOHAR,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SHEOHAR,2003,0,0,6,0,0,0,0,0,0,0,0,6
BIHAR,SHEOHAR,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2008,0,0,8,0,0,0,0,0,0,0,0,8
BIHAR,SHEOHAR,2009,0,1,12,0,0,0,0,0,0,0,0,13
BIHAR,SHEOHAR,2010,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2011,0,0,0,0,0,0,16,1,0,0,0,17
BIHAR,SHEOHAR,2012,2,1,20,0,0,0,1,0,0,0,1,25
BIHAR,SHEOHAR,2013,0,0,0,0,0,0,22,0,0,0,0,22
BIHAR,SITAMARHI,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SITAMARHI,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2004,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SITAMARHI,2005,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,SITAMARHI,2006,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SITAMARHI,2007,3,1,26,0,0,0,0,0,0,0,0,30
BIHAR,SITAMARHI,2008,0,0,10,0,0,0,0,0,0,0,0,10
BIHAR,SITAMARHI,2009,14,3,76,0,0,0,0,0,0,0,0,93
BIHAR,SITAMARHI,2010,12,0,24,0,0,0,0,0,0,0,0,36
BIHAR,SITAMARHI,2011,14,0,47,0,0,0,0,0,0,0,0,61
BIHAR,SITAMARHI,2012,9,8,88,0,0,0,0,0,0,0,0,105
BIHAR,SITAMARHI,2013,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2005,3,0,0,0,0,0,0,0,0,0,0,3
BIHAR,SIWAN,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2007,1,0,4,0,0,0,0,0,0,0,0,5
BIHAR,SIWAN,2008,4,0,2,0,0,0,0,0,0,0,0,6
BIHAR,SIWAN,2009,1,1,1,0,0,0,0,0,0,0,0,3
BIHAR,SIWAN,2010,2,1,3,0,0,0,0,0,0,0,0,6
BIHAR,SIWAN,2011,9,3,95,0,0,0,6,0,0,0,0,113
BIHAR,SIWAN,2012,0,0,93,0,0,0,0,0,0,0,0,93
BIHAR,SIWAN,2013,1,1,5,0,0,0,0,0,0,0,0,7
BIHAR,SUPAUL,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2003,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2004,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2005,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2007,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2008,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,SUPAUL,2009,1,1,16,0,0,0,0,0,0,0,0,18
BIHAR,SUPAUL,2010,4,0,1,0,0,0,0,0,0,0,0,5
BIHAR,SUPAUL,2011,1,2,7,0,0,0,0,0,0,0,0,10
BIHAR,SUPAUL,2012,0,9,55,0,0,0,0,0,0,0,0,64
BIHAR,SUPAUL,2013,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2001,2,16,26,0,0,1,16,1,1,2,18,83
BIHAR,TOTAL,2002,10,3,26,1,0,1,9,0,0,1,6,57
BIHAR,TOTAL,2003,8,3,33,0,0,1,1,0,0,0,10,56
BIHAR,TOTAL,2004,9,3,29,1,0,1,7,0,1,3,5,59
BIHAR,TOTAL,2005,26,8,72,0,0,0,5,0,0,4,0,115
BIHAR,TOTAL,2006,12,17,25,0,0,0,4,0,0,2,6,66
BIHAR,TOTAL,2007,88,110,421,0,0,0,36,0,1,8,11,675
BIHAR,TOTAL,2008,116,91,496,0,0,0,45,0,0,8,10,766
BIHAR,TOTAL,2009,126,63,722,5,0,0,58,0,0,0,42,1016
BIHAR,TOTAL,2010,202,114,1359,0,0,0,152,0,0,8,8,1843
BIHAR,TOTAL,2011,124,91,1821,1,0,1,183,1,1,0,10,2233
BIHAR,TOTAL,2012,129,137,2546,1,0,0,48,2,10,16,5,2894
BIHAR,TOTAL,2013,101,86,1180,1,0,1,193,0,3,1,14,1580
BIHAR,VAISHALI,2001,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2003,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,VAISHALI,2004,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,VAISHALI,2005,0,0,2,0,0,0,0,0,0,0,0,2
BIHAR,VAISHALI,2006,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2007,16,12,83,0,0,0,0,0,0,0,1,112
BIHAR,VAISHALI,2008,6,3,46,0,0,0,0,0,0,0,0,55
BIHAR,VAISHALI,2009,5,2,45,0,0,0,0,0,0,0,0,52
BIHAR,VAISHALI,2010,21,12,130,0,0,0,0,0,0,0,0,163
BIHAR,VAISHALI,2011,2,6,90,0,0,0,3,0,0,0,0,101
BIHAR,VAISHALI,2012,3,4,87,0,0,0,2,0,0,0,0,96
BIHAR,VAISHALI,2013,13,10,76,0,0,0,0,0,0,0,0,99
CHANDIGARH,CHANDIGARH,2001,0,8,32,0,0,5,0,0,0,2,11,58
